"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2022-3-17","7.65","7.59","7.76","7.53","53.89M","1.19%"
"2022-3-16","7.56","7.54","7.59","7.19","75.53M","0.80%"
"2022-3-15","7.50","8.18","8.19","7.46","125.59M","-9.53%"
"2022-3-14","8.29","8.35","8.55","8.27","55.93M","-2.13%"
"2022-3-11","8.47","8.53","8.60","8.25","83.60M","-1.40%"
"2022-3-10","8.59","8.40","8.67","8.36","91.58M","-1.83%"
"2022-3-9","8.75","8.80","8.99","8.57","158.89M","0.34%"
"2022-3-8","8.72","8.57","8.72","8.34","95.14M","0.58%"
"2022-3-7","8.67","8.76","8.91","8.63","122.30M","1.40%"
"2022-3-4","8.55","8.75","8.77","8.52","63.66M","-1.95%"
"2022-3-3","8.72","8.62","8.75","8.61","66.21M","0.11%"
"2022-3-2","8.71","8.81","8.88","8.66","73.72M","0.35%"
"2022-3-1","8.68","8.64","8.73","8.55","84.84M","-0.69%"
"2022-2-28","8.74","8.74","8.99","8.64","119.26M","0.46%"
"2022-2-25","8.70","8.57","8.85","8.52","156.29M","-3.33%"
"2022-2-24","9.00","8.39","9.15","8.34","255.08M","8.04%"
"2022-2-23","8.33","8.44","8.44","8.31","72.56M","-2.91%"
"2022-2-22","8.58","8.42","8.62","8.42","123.36M","3.25%"
"2022-2-21","8.31","8.33","8.40","8.28","36.00M","-0.36%"
"2022-2-18","8.34","8.51","8.54","8.27","64.98M","-0.83%"
"2022-2-17","8.41","8.16","8.45","8.12","82.68M","3.44%"
"2022-2-16","8.13","8.06","8.14","7.95","39.69M","-1.45%"
"2022-2-15","8.25","8.30","8.34","8.20","36.69M","0.61%"
"2022-2-14","8.20","8.19","8.38","8.18","63.55M","1.61%"
"2022-2-11","8.07","8.10","8.16","8.05","26.05M","-1.34%"
"2022-2-10","8.18","8.16","8.22","8.10","35.67M","0.62%"
"2022-2-9","8.13","8.08","8.15","8.06","26.33M","0.74%"
"2022-2-8","8.07","7.99","8.08","7.98","26.10M","1.13%"
"2022-2-7","7.98","7.98","8.02","7.91","23.90M","0.88%"
"2022-1-28","7.91","7.82","7.99","7.69","44.18M","0.51%"
"2022-1-27","7.87","8.26","8.29","7.85","99.57M","-6.42%"
"2022-1-26","8.41","8.38","8.49","8.25","72.06M","-0.71%"
"2022-1-25","8.47","8.27","8.49","8.27","110.30M","2.79%"
"2022-1-24","8.24","8.27","8.27","8.22","19.16M","-0.60%"
"2022-1-21","8.29","8.25","8.31","8.24","21.72M","-0.36%"
"2022-1-20","8.32","8.34","8.44","8.32","44.12M","0.73%"
"2022-1-19","8.26","8.23","8.27","8.22","19.23M","0.12%"
"2022-1-18","8.25","8.25","8.28","8.22","17.79M","0.12%"
"2022-1-17","8.24","8.24","8.27","8.22","20.96M","-0.48%"
"2022-1-14","8.28","8.35","8.36","8.26","29.75M","-1.08%"
"2022-1-13","8.37","8.36","8.48","8.35","46.56M","0.12%"
"2022-1-12","8.36","8.37","8.38","8.31","27.87M","0.24%"
"2022-1-11","8.34","8.32","8.36","8.29","24.77M","0.12%"
"2022-1-10","8.33","8.28","8.33","8.27","23.73M","0.48%"
"2022-1-7","8.29","8.24","8.31","8.24","25.55M","0.36%"
"2022-1-6","8.26","8.29","8.29","8.24","20.27M","-0.36%"
"2022-1-5","8.29","8.27","8.34","8.25","35.79M","0.24%"
"2022-1-4","8.27","8.20","8.29","8.20","32.17M","0.49%"
"2021-12-31","8.23","8.22","8.24","8.19","22.82M","0.49%"
"2021-12-30","8.19","8.20","8.22","8.17","26.07M","-0.24%"
"2021-12-29","8.21","8.21","8.23","8.20","15.99M","-0.36%"
"2021-12-28","8.24","8.24","8.25","8.19","18.29M","0.12%"
"2021-12-27","8.23","8.25","8.25","8.21","18.01M","-0.24%"
"2021-12-24","8.25","8.27","8.28","8.20","23.77M","-0.12%"
"2021-12-23","8.26","8.26","8.28","8.24","22.11M","0.12%"
"2021-12-22","8.25","8.25","8.27","8.23","18.58M","-0.12%"
"2021-12-21","8.26","8.21","8.27","8.20","21.72M","0.36%"
"2021-12-20","8.23","8.26","8.28","8.21","25.10M","-0.96%"
"2021-12-17","8.31","8.35","8.35","8.28","34.43M","0.61%"
"2021-12-16","8.26","8.24","8.29","8.23","25.29M","0.36%"
"2021-12-15","8.23","8.22","8.25","8.20","23.83M","-0.36%"
"2021-12-14","8.26","8.24","8.29","8.22","17.76M","-0.36%"
"2021-12-13","8.29","8.24","8.30","8.20","33.85M","1.59%"
"2021-12-10","8.16","8.35","8.38","8.16","67.04M","-2.97%"
"2021-12-9","8.41","8.35","8.43","8.35","30.31M","0.24%"
"2021-12-8","8.39","8.33","8.40","8.31","27.69M","0.72%"
"2021-12-7","8.33","8.31","8.33","8.27","20.92M","0.36%"
"2021-12-6","8.30","8.32","8.35","8.28","25.56M","0.00%"
"2021-12-3","8.30","8.27","8.31","8.24","20.71M","0.24%"
"2021-12-2","8.28","8.30","8.33","8.26","23.49M","-0.36%"
"2021-12-1","8.31","8.28","8.33","8.24","29.85M","-0.24%"
"2021-11-30","8.33","8.26","8.34","8.25","30.36M","0.48%"
"2021-11-29","8.29","8.42","8.42","8.27","39.04M","-1.66%"
"2021-11-26","8.43","8.43","8.44","8.37","20.27M","-0.12%"
"2021-11-25","8.44","8.40","8.45","8.39","20.04M","0.48%"
"2021-11-24","8.40","8.42","8.44","8.37","28.38M","-0.71%"
"2021-11-23","8.46","8.36","8.49","8.35","25.77M","0.12%"
"2021-11-22","8.45","8.41","8.46","8.39","23.28M","-0.24%"
"2021-11-19","8.47","8.44","8.48","8.39","19.68M","0.24%"
"2021-11-18","8.45","8.50","8.52","8.44","19.37M","-0.12%"
"2021-11-17","8.46","8.42","8.46","8.38","27.27M","-0.70%"
"2021-11-16","8.52","8.59","8.63","8.48","26.38M","-0.70%"
"2021-11-15","8.58","8.64","8.71","8.55","30.54M","-1.04%"
"2021-11-12","8.67","8.72","8.83","8.62","43.39M","-0.69%"
"2021-11-11","8.73","8.73","8.78","8.60","57.08M","1.75%"
"2021-11-10","8.58","8.58","8.69","8.53","32.91M","0.35%"
"2021-11-9","8.55","8.57","8.62","8.48","24.69M","-0.12%"
"2021-11-8","8.56","8.57","8.63","8.45","38.24M","1.90%"
"2021-11-5","8.40","8.41","8.52","8.36","31.86M","0.60%"
"2021-11-4","8.35","8.37","8.41","8.32","26.43M","-1.07%"
"2021-11-3","8.44","8.38","8.47","8.33","27.78M","-0.94%"
"2021-11-2","8.52","8.31","8.64","8.21","58.34M","2.90%"
"2021-11-1","8.28","8.31","8.37","8.25","26.92M","-0.48%"
"2021-10-29","8.32","8.30","8.34","8.25","21.65M","0.36%"
"2021-10-28","8.29","8.41","8.41","8.25","33.74M","-1.31%"
"2021-10-27","8.40","8.56","8.58","8.35","36.75M","-3.11%"
"2021-10-26","8.67","8.72","8.78","8.61","23.97M","-0.34%"
"2021-10-25","8.70","8.65","8.72","8.52","30.13M","0.46%"
"2021-10-22","8.66","8.73","8.78","8.60","37.73M","-1.37%"
"2021-10-21","8.78","8.83","8.95","8.73","46.90M","0.23%"
"2021-10-20","8.76","8.80","8.84","8.68","39.01M","-2.01%"
"2021-10-19","8.94","8.71","8.98","8.63","56.12M","2.17%"
"2021-10-18","8.75","8.62","8.80","8.51","38.98M","0.81%"
"2021-10-15","8.68","8.66","8.87","8.64","48.90M","-0.34%"
"2021-10-14","8.71","8.62","8.90","8.62","71.50M","3.20%"
"2021-10-13","8.44","8.48","8.48","8.35","19.79M","-0.59%"
"2021-10-12","8.49","8.58","8.58","8.40","32.90M","-1.51%"
"2021-10-11","8.62","8.47","8.71","8.47","44.67M","1.41%"
"2021-10-8","8.50","8.44","8.54","8.40","33.10M","1.55%"
"2021-9-30","8.37","8.30","8.41","8.30","30.73M","-0.24%"
"2021-9-29","8.39","8.27","8.52","8.23","58.89M","0.84%"
"2021-9-28","8.32","8.30","8.38","8.27","29.00M","-0.24%"
"2021-9-27","8.34","8.50","8.51","8.20","48.34M","-1.65%"
"2021-9-24","8.48","8.65","8.76","8.46","74.19M","-3.20%"
"2021-9-23","8.76","8.80","8.90","8.70","52.06M","-1.02%"
"2021-9-22","8.85","8.68","8.90","8.66","46.62M","0.80%"
"2021-9-17","8.78","8.91","9.07","8.60","96.45M","-3.52%"
"2021-9-16","9.10","9.29","9.53","9.10","87.26M","-2.26%"
